DateTime, PowerF, PowerF_1, PowerF_2, PowerB, PowerB_1, PowerB_2, TimeF, TimeF_1, TimeF_2, TimeB, TimeB_1, TimeB_2
01/19/2015 19:04:14, 000, 030, 070, 000, 040, 040, 100, 100, 100, 100, 100, 100
01/19/2015 19:04:26, 000, 030, 070, 000, 080, 080, 100, 100, 100, 100, 100, 100
01/19/2015 19:14:16, 000, 030, 070, 000, 080, 080, 100, 100, 100, 100, 100, 100
01/19/2015 23:14:26, 000, 020, 060, 000, 070, 070, 100, 100, 100, 100, 100, 100
01/20/2015 01:07:41, 000, 020, 060, 000, 070, 070, 100, 100, 100, 100, 100, 100
01/20/2015 02:30:34, 000, 045, 085, 000, 070, 070, 100, 100, 100, 100, 100, 100
01/20/2015 05:28:46, 000, 055, 095, 000, 060, 060, 100, 100, 100, 100, 100, 100
01/20/2015 05:47:33, 000, 055, 095, 000, 060, 060, 100, 100, 100, 100, 100, 100
01/20/2015 07:53:44, 000, 055, 095, 000, 060, 060, 100, 100, 100, 100, 100, 100
01/20/2015 12:47:48, 000, 075, 115, 000, 050, 050, 100, 100, 100, 100, 100, 100
01/20/2015 12:56:29, 000, 075, 115, 000, 045, 045, 100, 100, 100, 100, 100, 100
01/20/2015 13:00:37, 000, 075, 115, 000, 045, 045, 100, 100, 100, 100, 100, 100
01/20/2015 18:21:21, 000, 095, 120, 000, 045, 045, 100, 100, 100, 100, 100, 100
01/20/2015 18:29:43, 000, 105, 130, 000, 050, 050, 100, 100, 100, 100, 100, 100
01/20/2015 21:18:49, 000, 090, 115, 000, 035, 045, 100, 100, 100, 100, 100, 100
01/20/2015 21:36:58, 000, 080, 105, 000, 025, 035, 100, 100, 100, 100, 100, 100
01/20/2015 22:47:48, 000, 070, 095, 000, 015, 025, 100, 100, 100, 100, 100, 100
01/21/2015 00:33:13, 000, 070, 095, 000, 015, 025, 100, 100, 100, 100, 100, 100
01/21/2015 05:36:09, 000, 070, 095, 000, 015, 025, 100, 100, 100, 100, 100, 100
01/21/2015 18:08:04, 000, 095, 130, 000, 050, 070, 100, 100, 100, 100, 100, 100
01/21/2015 18:16:38, 000, 085, 130, 000, 040, 070, 100, 100, 100, 100, 100, 100
01/21/2015 18:16:59, 000, 105, 150, 000, 060, 090, 100, 100, 100, 100, 100, 100
01/21/2015 18:27:20, 000, 115, 160, 000, 070, 100, 100, 100, 100, 100, 100, 100
01/21/2015 18:30:23, 000, 115, 160, 000, 070, 100, 100, 100, 100, 100, 100, 100
01/21/2015 20:11:04, 000, 100, 160, 000, 055, 100, 100, 100, 100, 100, 100, 100
01/21/2015 22:59:38, 000, 095, 155, 000, 045, 090, 100, 100, 100, 100, 100, 100
01/22/2015 00:45:20, 000, 095, 155, 000, 045, 090, 100, 100, 100, 100, 100, 100
01/22/2015 11:19:54, 000, 095, 145, 000, 045, 090, 100, 100, 100, 100, 100, 100
01/22/2015 12:48:45, 000, 075, 185, 000, 045, 090, 100, 100, 100, 100, 100, 100
01/22/2015 12:49:09, 000, 075, 185, 000, 025, 120, 100, 100, 100, 100, 100, 100
01/22/2015 12:58:43, 000, 090, 200, 000, 035, 130, 100, 100, 100, 100, 100, 100
01/22/2015 13:02:42, 000, 090, 200, 000, 035, 130, 100, 100, 100, 100, 100, 100
01/22/2015 21:22:48, 000, 105, 200, 000, 045, 140, 100, 100, 100, 100, 100, 100
01/23/2015 00:32:45, 000, 105, 200, 000, 045, 140, 100, 100, 100, 100, 100, 100
01/23/2015 03:47:47, 000, 130, 225, 000, 100, 195, 100, 100, 100, 100, 100, 100
01/23/2015 05:20:08, 000, 085, 180, 000, 085, 180, 100, 100, 100, 100, 100, 100
01/23/2015 05:36:24, 000, 085, 180, 000, 085, 180, 100, 100, 100, 100, 100, 100
01/23/2015 07:58:53, 000, 085, 180, 000, 085, 180, 100, 100, 100, 100, 100, 100
01/23/2015 09:29:40, 000, 000, 000, 000, 000, 000, 100, 100, 100, 100, 100, 100
01/23/2015 13:23:41, 000, 950, 950, 000, 970, 970, 100, 100, 100, 100, 100, 100
01/23/2015 14:01:02, 000, 980, 950, 000, 010, 970, 100, 100, 100, 100, 100, 100
01/23/2015 14:11:02, 000, 980, 980, 020, 030, 970, 100, 100, 100, 100, 100, 100
01/23/2015 14:21:09, 000, 960, 980, 020, 010, 970, 100, 100, 100, 100, 100, 100
01/23/2015 14:21:37, 000, 000, 020, 020, 050, 010, 100, 100, 100, 100, 100, 100
01/23/2015 14:33:59, 000, 000, 020, 020, 050, 010, 100, 100, 100, 100, 100, 100
01/23/2015 16:53:23, 000, 995, 020, 020, 050, 010, 100, 100, 100, 100, 100, 100
01/23/2015 19:59:34, 000, 985, 010, 020, 040, 000, 100, 100, 100, 100, 100, 100
01/23/2015 23:50:36, 000, 995, 020, 020, 040, 000, 100, 100, 100, 100, 100, 100
01/24/2015 00:32:28, 000, 995, 020, 020, 040, 000, 100, 100, 100, 100, 100, 100
01/24/2015 05:33:29, 000, 005, 030, 020, 045, 005, 100, 100, 100, 100, 100, 100
01/24/2015 05:45:06, 000, 005, 030, 020, 045, 005, 100, 100, 100, 100, 100, 100
01/26/2015 08:41:34, 000, 005, 030, 020, 045, 005, 100, 100, 100, 100, 100, 100
01/26/2015 08:49:53, 000, 035, 065, 020, 075, 035, 100, 100, 100, 100, 100, 100
01/26/2015 09:08:48, 000, 035, 105, 020, 075, 075, 100, 100, 100, 100, 100, 100
01/26/2015 09:10:09, 000, 095, 105, 020, 095, 075, 100, 100, 100, 100, 100, 100
01/26/2015 09:20:07, 000, 120, 120, 020, 080, 075, 100, 100, 100, 100, 100, 100
01/26/2015 09:28:43, 000, 130, 130, 020, 065, 075, 100, 100, 100, 100, 100, 100
01/26/2015 10:58:01, 000, 120, 120, 020, 055, 065, 100, 100, 100, 100, 100, 100
01/26/2015 12:55:37, 000, 120, 120, 020, 045, 055, 100, 100, 100, 100, 100, 100
01/26/2015 12:58:10, 000, 120, 120, 020, 045, 055, 100, 100, 100, 100, 100, 100
01/26/2015 16:19:32, 000, 120, 120, 020, 045, 055, 100, 100, 100, 100, 100, 100
01/26/2015 16:20:24, 000, 100, 150, 020, 025, 085, 100, 100, 100, 100, 100, 100
01/26/2015 16:32:02, 000, 100, 150, 020, 025, 085, 100, 100, 100, 100, 100, 100
01/26/2015 21:21:00, 000, 105, 155, 020, 030, 090, 100, 100, 100, 100, 100, 100
01/27/2015 00:54:23, 000, 105, 155, 020, 030, 090, 100, 100, 100, 100, 100, 100
01/27/2015 08:48:15, 000, 105, 155, 020, 030, 090, 100, 100, 100, 100, 100, 100
01/27/2015 08:56:15, 000, 105, 155, 020, 030, 090, 100, 100, 100, 100, 100, 100
01/27/2015 13:16:02, 000, 095, 175, 020, 030, 090, 100, 100, 100, 100, 100, 100
01/27/2015 13:16:27, 000, 095, 175, 020, 020, 120, 100, 100, 100, 100, 100, 100
01/27/2015 13:26:41, 000, 125, 200, 020, 050, 150, 100, 100, 100, 100, 100, 100
01/27/2015 14:13:25, 000, 125, 200, 020, 050, 150, 100, 100, 100, 100, 100, 100
01/27/2015 17:43:19, 000, 110, 185, 020, 035, 135, 100, 100, 100, 100, 100, 100
01/27/2015 21:36:21, 000, 105, 180, 020, 030, 130, 100, 100, 100, 100, 100, 100
01/28/2015 00:33:07, 000, 105, 180, 020, 030, 130, 100, 100, 100, 100, 100, 100
01/28/2015 07:41:05, 000, 105, 180, 020, 030, 130, 100, 100, 100, 100, 100, 100
01/28/2015 09:12:44, 000, 115, 190, 020, 030, 130, 100, 100, 100, 100, 100, 100
01/28/2015 13:04:01, 000, 105, 200, 020, 040, 140, 100, 100, 100, 100, 100, 100
01/28/2015 16:59:01, 000, 115, 200, 020, 045, 145, 100, 100, 100, 100, 100, 100
01/28/2015 21:42:36, 000, 130, 200, 020, 055, 155, 100, 100, 100, 100, 100, 100
01/29/2015 00:34:55, 000, 130, 200, 020, 055, 155, 100, 100, 100, 100, 100, 100
01/29/2015 05:17:50, 000, 150, 210, 020, 065, 165, 100, 100, 100, 100, 100, 100
01/29/2015 05:26:36, 000, 150, 210, 020, 065, 165, 100, 100, 100, 100, 100, 100
01/29/2015 07:48:02, 000, 150, 210, 020, 065, 165, 100, 100, 100, 100, 100, 100
01/29/2015 10:17:52, 000, 000, 000, 000, 000, 000, 100, 100, 100, 100, 100, 100
01/29/2015 13:27:48, 000, 075, 000, 000, 025, 000, 100, 100, 100, 100, 100, 100
01/29/2015 13:28:34, 000, 075, 080, 000, 025, 080, 100, 100, 100, 100, 100, 100
01/29/2015 13:36:48, 000, 095, 080, 000, 055, 080, 100, 100, 100, 100, 100, 100
01/29/2015 13:39:20, 000, 095, 150, 000, 130, 080, 100, 100, 100, 100, 100, 100
01/29/2015 13:47:15, 000, 115, 150, 000, 130, 080, 100, 100, 100, 100, 100, 100
01/29/2015 13:55:57, 000, 105, 140, 000, 130, 080, 100, 100, 100, 100, 100, 100
01/29/2015 13:56:43, 000, 105, 140, 000, 060, 030, 100, 100, 100, 100, 100, 100
01/29/2015 14:05:16, 000, 105, 140, 000, 050, 040, 100, 100, 100, 100, 100, 100
01/29/2015 15:10:53, 000, 105, 140, 000, 030, 020, 100, 100, 100, 100, 100, 100
01/29/2015 15:14:06, 000, 105, 140, 000, 030, 020, 100, 100, 100, 100, 100, 100
01/29/2015 21:45:33, 000, 095, 130, 000, 015, 005, 100, 100, 100, 100, 100, 100
01/30/2015 00:34:47, 000, 095, 130, 000, 015, 005, 100, 100, 100, 100, 100, 100
01/30/2015 10:12:55, 000, 095, 130, 000, 015, 005, 100, 100, 100, 100, 100, 100
01/30/2015 13:07:00, 000, 110, 145, 000, 015, 005, 100, 100, 100, 100, 100, 100
01/30/2015 13:07:13, 000, 110, 145, 000, 030, 020, 100, 100, 100, 100, 100, 100
01/30/2015 13:09:27, 000, 110, 145, 000, 030, 020, 100, 100, 100, 100, 100, 100
01/30/2015 16:55:28, 000, 120, 155, 000, 035, 025, 100, 100, 100, 100, 100, 100
01/30/2015 19:50:24, 000, 125, 160, 000, 035, 025, 100, 100, 100, 100, 100, 100
01/30/2015 23:42:17, 000, 130, 165, 000, 025, 035, 100, 100, 100, 100, 100, 100
01/31/2015 00:33:05, 000, 130, 165, 000, 025, 035, 100, 100, 100, 100, 100, 100
01/31/2015 05:16:28, 000, 140, 175, 000, 035, 045, 100, 100, 100, 100, 100, 100
01/31/2015 05:25:19, 000, 140, 175, 000, 035, 045, 100, 100, 100, 100, 100, 100
02/02/2015 08:44:24, 000, 140, 175, 000, 035, 045, 100, 100, 100, 100, 100, 100
02/02/2015 12:14:42, 000, 110, 175, 000, 075, 085, 100, 100, 100, 100, 100, 100
02/02/2015 12:25:28, 000, 090, 190, 000, 055, 100, 100, 100, 100, 100, 100, 100
02/02/2015 12:36:23, 000, 110, 200, 000, 075, 120, 100, 100, 100, 100, 100, 100
02/02/2015 12:51:45, 000, 110, 200, 000, 075, 120, 100, 100, 100, 100, 100, 100
