O2SCCM, ArFrontSCCM, ArBackSCCM, Pressure, PercentO2, AutoTune, PrePID, PrePIDTime, Proportional, Integral, Derivative, SampleRate
14.0, 40.0, 40.0, 2.16E-2, 0.0, OFF, OFF, 10.0, 0.0, 0, 0.0, 0.00
