Turbo On, Water Chiller Run Time, Glow/Hydro RP On, Dep RP On, DEP Motor Run Time, Rotation Motor O-ring, Glow Hydro RP Oil Life Meter, DEP Rough Pump Oil Life, FS Chrome Target Life SP, FS Low Index Target Life SP, FS High Index Target Life SP, BS Chrome Target Life SP, BS Low Index Target Life SP, BS High Index Target Life SP, FS Chrome Target Life Value, FS Low Index Target Life Value, FS High Index Target Life Value, BS Chrome Target Life Value, BS Low Index Target Life Value, BS High Index Target Life Value, FS Chrome Target Life, FS Low Index Target Life, FS High Index Target Life, BS Chrome Target Life, BS Low Index Target Life, BS High Index Target Life, Lens Count, Lens Count Setpoint, Machine On time, Machine in AutoMode time, Total Processes Run
412.38, 450.06, 440.75, 435.25, 435.31, 435.31, 440.75, 31.67, 30.0, 22.0, 26.0, 30.0, 24.0, 26.0, 2.1, 21.8, 5.3, 0.0, 4.2, 10.8, 2.1, 21.8, 5.3, 0.0, 4.2, 10.8, 371, 600, 3114, 2844, 6315
