Bypass SHP, Dispense with ISO Open, Time toReach HI SP, Evaporation Soak Time, Delay Time Before Opening RV, Delay Before Closing Vat 3 Valve, SHP Heater Cooling Timer SP, SHP Cooling Saftey Timer SP, SHP Cooling Pressure SP, SHP Front Dispense Time, SHP Back Dispense Time
ON, OFF, 00000450, 00000120, 00000010, 00000020, 00000020, 00001500, 00003480, 00000000, 00000000
