O2SCCM, ArFrontSCCM, ArBackSCCM, Pressure, PercentO2, AutoTune, PrePID, PrePIDTime, Proportional, Integral, Derivative, SampleRate
16.0, 30.0, 30.0, 2.16E-2, 0.0, OFF, OFF, 10.0, 0.0, 0, 0.0, 0.00
