O2SCCM, ArFrontSCCM, ArBackSCCM, Pressure, PercentO2, AutoTune, PrePID, PrePIDTime, Proportional, Integral, Derivative, SampleRate
18.0, 28.5, 31.0, 2.16E-2, 0.0, OFF, OFF, 10.0, 0.0, 0, 0.0, 0.00
