Turbo On, Water Chiller Run Time, Glow/Hydro RP On, Dep RP On, DEP Motor Run Time, Rotation Motor O-ring, Glow Hydro RP Oil Life Meter, DEP Rough Pump Oil Life, FS Chrome Target Life SP, FS Low Index Target Life SP, FS High Index Target Life SP, BS Chrome Target Life SP, BS Low Index Target Life SP, BS High Index Target Life SP, FS Chrome Target Life Value, FS Low Index Target Life Value, FS High Index Target Life Value, BS Chrome Target Life Value, BS Low Index Target Life Value, BS High Index Target Life Value, FS Chrome Target Life, FS Low Index Target Life, FS High Index Target Life, BS Chrome Target Life, BS Low Index Target Life, BS High Index Target Life, Lens Count, Lens Count Setpoint, Machine On time, Machine in AutoMode time, Total Processes Run
23.85, 187.68, 370.44, 65.30, 526.22, 119.52, 187.45, 189.73, 20.0, 31.0, 20.5, 20.0, 31.0, 20.5, 0.2, 24.7, 16.1, 0.0, 22.0, 14.5, 0.2, 24.7, 16.1, 0.0, 22.0, 14.5, 311, 600, 5603, 4755, 47940
