Turbo On, Water Chiller Run Time, Glow/Hydro RP On, Dep RP On, DEP Motor Run Time, Rotation Motor O-ring, Glow Hydro RP Oil Life Meter, DEP Rough Pump Oil Life, FS Chrome Target Life SP, FS Low Index Target Life SP, FS High Index Target Life SP, BS Chrome Target Life SP, BS Low Index Target Life SP, BS High Index Target Life SP, FS Chrome Target Life Value, FS Low Index Target Life Value, FS High Index Target Life Value, BS Chrome Target Life Value, BS Low Index Target Life Value, BS High Index Target Life Value, FS Chrome Target Life, FS Low Index Target Life, FS High Index Target Life, BS Chrome Target Life, BS Low Index Target Life, BS High Index Target Life, Lens Count, Lens Count Setpoint, Machine On time, Machine in AutoMode time, Total Processes Run
3270.0, 3460.1, 3257.9, 3283.1, 1924.7, 1924.7, 3257.9, 3283.1, 20.0, 30.0, 20.0, 20.0, 30.0, 20.0, 0.1, 7.1, 3.8, 0.0, 8.6, 4.1, 0.1, 7.1, 3.8, 0.0, 8.6, 4.1, 271, 400, 1745, 1496, 3221
